title;isbn;eisbn;pid
Objectivity;9781438432052;9781438432076;9781438432076
Excess and Masculinity in Asian Cultural Productions;9781438432090;9781438432106;9781438432106
Unequal Desires;9781438432151;9781438432168;9781438432168
Interpretation and Literature in Early Medieval China;9781438432175;9781438432199;9781438432199
Hegel and Shakespeare on Moral Imagination;9781438432410;9781438432434;9781438432434
Elemental Philosophy;9781438432458;9781438432465;9781438432465
Nantucket and Other Native Places;9781438432533;9781438432557;9781438432557
Convergences;9781438432670;9781438432687;9781438432687
Between Nihilism and Politics;9781438432854;9781438432861;9781438432861
Politics of Spirit, The;9781438432878;9781438432892;9781438432892
Ecotheology and the Practice of Hope;9781438432977;9781438432984;9781438432984
Critical Urban Studies;9781438433059;9781438433073;9781438433073
Comparative Public Budgeting;9781438433097;9781438433103;9781438433103
Coping with Terrorism;9781438433110;9781438433134;9781438433134
Taking Confucian Ethics Seriously;9781438433158;9781438433165;9781438433165
Invoking Lakshmi;9781438433219;9781438433226;9781438433226
Mission Expansion in the Federal Home Loan Bank System;9781438433417;9781438433431;9781438433431
Regulating the Business of Insurance in a Federal System;9781438433578;9781438433592;9781438433592
Who Should Be First?;9781438433752;9781438433738;9781438433738
Western Esotericism;9781438433776;9781438433790;9781438433790
Integral Theory in Action;9781438433851;9781438433868;9781438433868
Questioning Nineteenth-Century Assumptions about Knowledge, III;9781438434070;9781438434094;9781438434094
Eventful Archaeologies;9781438434230;9781438434247;9781438434247
Aunting;9781602581524;9781602584853;9781602584853
The Origins of Responsibility;9780253354389;9780253004222;9780253004222
African American Actresses;9780253354754;9780253004314;9780253004314
Global Governance and the UN;9780253354303;9780253004154;9780253004154
Religious Giving;9780253354594;9780253004185;9780253004185
The Battle for Western Europe, Fall 1944;9780253354358;9780253004192;9780253004192
Riley Child-Rhymes with Hoosier Pictures;9780253355690;9780253001573;9780253001573
Mammals of Indiana;9780253222138;9780253001511;9780253001511
Railroad Noir;9780253354464;9780253001542;9780253001542
Joyce and the Two Irelands;9780292765917;9780292798939;9780292798939
The Early Poetry of Robert Graves;9780292743434;9780292796393;9780292796393
Constructing the Image of the Mexican Revolution;9780292721081;9780292793422;9780292793422
The Literatures of the U.S.-Mexican War;9780292722453;9780292792845;9780292792845
Reinventing Practice in a Disenchanted World;9780292721920;9780292792913;9780292792913
Kinship Myth in Ancient Greece;9780292722750;9780292784796;9780292784796
Toward a Cognitive Theory of Narrative Acts;9780292721579;9780292793125;9780292793125
Defying Displacement;9780292717633;9780292792869;9780292792869
Quixote's Soldiers;9780292721241;9780292792883;9780292792883
Punk Slash! Musicals;9780292721708;9780292792951;9780292792951
Reconstructing Beirut;9780292721876;9780292792838;9780292792838
Literature, Analytically Speaking;9780292721784;9780292792777;9780292792777
Reading Chican@ Like a Queer;9780292721746;9780292792814;9780292792814
Architecture as Revolution;9780292721951;9780292793095;9780292793095
The Chora of Metaponto 2;9780292721340;9780292795204;9780292795204
The Spectacular City, Mexico, and Colonial Hispanic Literary Culture;9780292723078;9780292784727;9780292784727
Broadcasting the Civil War in El Salvador;9780292722859;9780292793071;9780292793071
Hollywood Incoherent;9780292722798;9780292784710;9780292784710
Ernie Kovacs & Early TV Comedy;9780292721944;9780292792975;9780292792975
Muslim Reformers in Iran and Turkey;9780292721975;9780292792760;9780292792760
Freedom Is Not Enough;9780292721869;9780292793088;9780292793088
Architecture of Minoan Crete;9780292721937;9780292792906;9780292792906
The Laws of Slavery in Texas;9780292721883;9780292793101;9780292793101
Multicultural Comics;9780292722811;9780292784840;9780292784840
Spies and Holy Wars;9780292723009;9780292784666;9780292784666
T.S. Eliot and the Essay;9781602582552;9781602584815;9781602584815
Betjeman;9781602582545;9781602584860;9781602584860
Ways of Knowing;9781602582620;9781602584907;9781602584907
Perfection;9781602582446;9781602584990;9781602584990
The Fullness of Knowing;9781602583313;9781602585010;9781602585010
Inside Out Families;9781602582453;9781602584976;9781602584976
The Great Pheromone Myth;9780801893476;9780801898105;9780801898105
Abolitionism and Imperialism in Britain, Africa, and the Atlantic;9780821419021;9780821443057;9780821443057
African Soccerscapes;9780896802780;9780896804722;9780896804722
Amy Levy;9780821419069;9780821443071;9780821443071
Dead Letters to Nietzsche, or the Necromantic Art of Reading Philosophy;9780821419137;9780821443293;9780821443293
Do They Miss Me at Home?;9780821419144;9780821443262;9780821443262
Domestic Violence and the Law in Colonial and Postcolonial;9780821419298;9780821443453;9780821443453
Generations Past;9780821419243;9780821443439;9780821443439
Making a World after Empire;9780896802773;9780896804685;9780896804685
Nature and History in Modern Italy;9780821419168;9780821443477;9780821443477
Out of the Mountains;9780821419205;9780821443316;9780821443316
Populist Seduction in Latin America, Second Edition;9780896802797;9780896804746;9780896804746
Resistance on the National Stage;9780896802759;9780896804692;9780896804692
Terminal Diagrams;9780804011310;9780804040440;9780804040440
The Demographics of Empire;9780821419335;9780821443484;9780821443484
The Law and the Prophets;9780821419182;9780821443309;9780821443309
The Origins of Modern Polish Democracy;9780821418925;9780821443095;9780821443095
The Return of the Galon King;9780896802766;9780896804708;9780896804708
The Room Within;9780804011297;9780804040433;9780804040433
The Tiki King;9780804011273;9780804040426;9780804040426
The Uncoiling Python;9780821419229;9780821443323;9780821443323
Trustee for the Human Community;9780821419106;9780821443446;9780821443446
Unsettled Accounts;9780821419045;9780821443064;9780821443064
Viewing African Cinema in the Twenty-First Century;9780821419311;9780821443507;9780821443507
X Marks the Spot;9780821419076;9780821443538;9780821443538
Abraham Lincoln, Esq.;9780813126081;9780813126098;9780813126098
Spookiest Stories Ever;9780813125954;9780813173894;9780813173894
Buzz;9780813126432;9780813126449;9780813126449
Beyond Biotechnology;9780813124841;9780813129471;9780813129471
Homer Simpson Marches on Washington;9780813125800;9780813173757;9780813173757
The Tube Has Spoken;9780813125534;9780813129419;9780813129419
How Kentucky Became Southern;9780813126050;9780813126074;9780813126074
Frontsoldaten;9780813119205;9780813127811;9780813127811
Golf and Philosophy;9780813125947;9780813173887;9780813173887
Inside China's Grand Strategy;9780813126456;9780813126463;9780813126463
Lessons in Likeness;9780813126128;9780813126135;9780813126135
Stephen Rolfe Powell;9780813124643;9780813127101;9780813127101
The 9th Infantry Division in Vietnam;9780813126470;9780813126487;9780813126487
The Dilemmas of American Conservatism;9780813125961;9780813173900;9780813173900
The Indian Ocean Tsunami;9780813126524;9780813126531;9780813126531
Cowboy Conservatism;9780813125763;9780813173719;9780813173719
A Little Middle of the Night;9781587298585;9781587299261;9781587299261
A Watershed Year;9781587298547;9781587299278;9781587299278
Her America;9781587298646;9781587299247;9781587299247
Nature and Culture in the Northern Forest;9781587298561;9781587299360;9781587299360
Distant Provinces in the Inka Empire;9781587298691;9781587299339;9781587299339
For Us, What Music?;9781587299117;9781587299445;9781587299445
Heretical Fictions;9781587299032;9781587299377;9781587299377
Jews and the Making of Modern German Theatre;9781587298684;9781587299346;9781587299346
Lester Higata's 20th Century;;9781587299421;9781587299421
Little Big World;9781587299100;9781587299438;9781587299438
Pink Pirates;9781587299124;9781587299452;9781587299452
Representing the Past;9781587299056;9781587299384;9781587299384
Snakes and Lizards in Your Pocket;9781587298721;9781587299292;9781587299292
The Company of Heaven;9781587299216;9781587299506;9781587299506
The Creative Writer's Survival Guide;9781587299209;9781587299490;9781587299490
The Desert Year;9781587299018;9781587299476;9781587299476
The Made-Up Self;9781587299131;9781587299469;9781587299469
The Tallgrass Prairie Center Guide to Prairie Restoration in the Upper Midwest;9781587299162;9781587299520;9781587299520
The Tallgrass Prairie Center Guide to Seed and Seedling Identification in the Upper Midwest;9781587299025;9781587299537;9781587299537
Twain in His Own Time;9781587299148;9781587299513;9781587299513
Victorious Insurgencies;9780813126142;9780813129723;9780813129723
Von Sternberg;9780813126012;9780813126036;9780813126036
I Wonder as I Wander;9780813125978;9780813125985;9780813125985
Homer Lea;9780813126166;9780813126173;9780813126173
The Way of Duty, Honor, Country;9780813126180;9780813126197;9780813126197
A Concise History of Kentucky;9780813124988;9780813129259;9780813129259
Gray Ghost;9780813121352;9780813129457;9780813129457
The Philosophy of Horror;9780813125732;9780813173702;9780813173702
Toward Freedom Land;9780813125831;9780813173801;9780813173801
The Agrarian Vision;9780813125879;9780813173818;9780813173818
One Nation Under Siege;9780813125886;9780813173825;9780813173825
The Philosophy of the Western;9780813125916;9780813173856;9780813173856
Tales of Kentucky Ghosts;9780813125930;9780813173870;9780813173870
West Virginia;9780813118543;9780813127330;9780813127330
Sealed with Blood;9780812221091;9780812203028;9780812203028
Homo Narrans;9780812221077;9780812202953;9780812202953
The March of Spare Time;9780812221251;9780812201710;9780812201710
Let This Voice Be Heard;9780812221268;9780812202342;9780812202342
Conflict and Compliance;9780812221305;9780812201536;9780812201536
The International Struggle for New Human Rights;9780812221299;9780812201345;9780812201345
City--County Consolidation;9781589016286;9781589016224;9781589016224
Ethics in Light of Childhood;9781589016927;9781589016248;9781589016248
After We Die;9781589016958;9781589017139;9781589017139
The Limits of Alignment;9781589016965;9781589016262;9781589016262
Scandalous Politics;9781589017078;9781589016156;9781589016156
More than Mayor or Manager;9781589017092;9781589016200;9781589016200
Dangerous Times?;9781589017108;9781589016866;9781589016866
The Future of Public Administration around the World;9781589017115;9781589016255;9781589016255
The Social Mission of the U.S. Catholic Church;9781589017436;9781589017641;9781589017641
Is William Martinez Not Our Brother?;9780472051090;9780472027446;9780472027446
The Rhetoric of Remediation;9780822943860;9780822977377;9780822977377
Child Soldiers in the Age of Fractured States;9780822960294;9780822973591;9780822973591
Workers and Welfare;9780822960454;9780822973638;9780822973638
Rhetorica in Motion;9780822960560;9780822973676;9780822973676
Unequal Partners;9780822960584;9780822973690;9780822973690
My Life in Vaudeville;9780809330164;9780809386154;9780809386154
Reversing Field;9781933202556;9781935978053;9781935978053
An Appalachian Reawakening;9781933202587;9781933202983;9781933202983
Hearts of Gold;9781933202532;9781935978015;9781935978015
Emotional and Priestly Logic of Plural Marriage, The;9780874218022;9780874218039;9780874218039
An Appalachian New Deal;9781933202518;9781933202976;9781933202976
Perspectives on the Old Saxon Heliand;9781933202495;9781935978350;9781935978350
Still Life with Plums;9781933202600;9781933202617;9781933202617
Ojibwe in Minnesota;9780873517683;9780873517959;9780873517959
Norwegian Newspapers in America;9780873517720;9780873517966;9780873517966
Food Will Win the War;9780873517188;9780873517973;9780873517973
Assassination of Hole in the Day;9780873518437;9780873518017;9780873518017
State We're In;9780873517737;9780873518024;9780873518024
Brother of Mine;9780873517812;9780873518109;9780873518109
Anishinaabe Syndicated;9780873518239;9780873518314;9780873518314
Weaving Narrative;9780271035659;9780271052588;9780271052588
International Education and the Chinese Learner;9789888028450;9789882206151;9789882206151
Elusive Pirates, Pervasive Smugglers;9789888028115;9789882206083;9789882206083
Southern District Officer Reports;9789888028382;9789882205819;9789882205819
The Happy Valley;9789888028108;9789888052271;9789888052271
New Chinese Documentary Film Movement, The;9789888028511;9789882206175;9789882206175
English in Singapore;9789888028429;9789882206250;9789882206250
Korean Masculinities and Transcultural Consumption;9789888028665;9789888053636;9789888053636
