pid;issn;eissn;doi;title;pidurl;pidurltoc;subjectcategory;primarysubectarea;originalcompany;media
ANTH;0268-540X;1467-8322;10.1111/(ISSN)1467-8322;ANTHROPOLOGY TODAY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8322;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8322/issues;Humanities and Social Sciences;General & Introductory Anthropology;Blackwell;Print & Online
ANTI;0066-4812;1467-8330;10.1111/(ISSN)1467-8330;ANTIPODE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8330;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8330/issues;Humanities and Social Sciences;General & Introductory Geography;Blackwell;Print & Online
ANS;1445-1433;1445-2197;10.1111/(ISSN)1445-2197;ANZ JOURNAL OF SURGERY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1445-2197;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1445-2197/issues;Medical, Veterinary and Health Sciences;Surgery & Surgical Specialties;Blackwell;Print & Online
APM;0903-4641;1600-0463;10.1111/(ISSN)1600-0463;APMIS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0463;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0463/issues;Medical, Veterinary and Health Sciences;Immunology;Blackwell;Online
ACP;0888-4080;1099-0720;10.1002/(ISSN)1099-0720;APPLIED COGNITIVE PSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0720;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0720/issues;Psychology;Cognitive Psychology;Wiley;Print & Online
AOC;0268-2605;1099-0739;10.1002/(ISSN)1099-0739;APPLIED ORGANOMETALLIC CHEMISTRY  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0739;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0739/issues;Chemistry   ;Organic Chemistry;Wiley;Online
APPS;0269-994X;1464-0597;10.1111/(ISSN)1464-0597;APPLIED PSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1464-0597;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1464-0597/issues;Psychology;Applied Psychology;Blackwell;Print & Online
APHW;1758-0846;1758-0854;10.1111/(ISSN)1758-0854;APPLIED PSYCHOLOGY: HEALTH AND WELL-BEING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-0854;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-0854/issues;Psychology;Applied Psychology;Blackwell;Print & Online
ASMB;1524-1904;1526-4025;10.1002/(ISSN)1526-4025;APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1526-4025;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1526-4025/issues;Mathematics and Statistics;Business Statistics & Math;Wiley;Print & Online
AVSC;1402-2001;1654-109X;10.1111/(ISSN)1654-109X;APPLIED VEGETATION SCIENCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1654-109X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1654-109X/issues;Earth and Environmental Science;Ecology & Organismal Biology;Blackwell;Print & Online
ANU;1353-5773;1365-2095;10.1111/(ISSN)1365-2095;AQUACULTURE NUTRITION (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2095;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2095/issues;Earth and Environmental Science;General Aquaculture, Fisheries & Fish Science;Blackwell;Online
ARE;1355-557X;1365-2109;10.1111/(ISSN)1365-2109;AQUACULTURE RESEARCH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2109;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2109/issues;Earth and Environmental Science;General Aquaculture, Fisheries & Fish Science;Blackwell;Print & Online
AQC;1052-7613;1099-0755;10.1002/(ISSN)1099-0755;AQUATIC CONSERVATION: MARINE AND FRESHWATER ECOSYSTEMS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0755;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0755/issues;Life Sciences;Aquatic Ecology;Wiley;Online
AAE;0905-7196;1600-0471;10.1111/(ISSN)1600-0471;ARABIAN ARCHAEOLOGY AND EPIGRAPHY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0471;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0471/issues;Humanities and Social Sciences;Middle & Near Eastern Archaeology;Blackwell;Print & Online
ARP;1075-2196;1099-0763;10.1002/(ISSN)1099-0763;ARCHAEOLOGICAL PROSPECTION;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0763;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0763/issues;Earth and Environmental Science;Remote Sensing;Wiley;Print & Online
ARCO;0003-8121;1834-4453;10.1002/(ISSN)1834-4453;ARCHAEOLOGY IN OCEANIA;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1834-4453;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1834-4453/issues;Humanities and Social Sciences;General & Introductory Chemistry;Blackwell;Print & Online
ARCM;0003-813X;1475-4754;10.1111/(ISSN)1475-4754;ARCHAEOMETRY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4754;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4754/issues;Humanities and Social Sciences;Archaeological Methods & Theory;Blackwell;Print & Online
APAA;1551-823X;1551-8248;10.1111/(ISSN)1551-8248;ARCHEOLOGICAL PAPERS OF THE AMERICAN ANTHROPOLOGICAL ASSOCIATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1551-8248;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1551-8248/issues;Humanities and Social Sciences;Archaeological Methods & Theory;Blackwell;Print & Online
AD;0003-8504;1554-2769;10.1002/(ISSN)1554-2769;ARCHITECTURAL DESIGN;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-2769;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-2769/issues;Engineering ;Building Design;Wiley;Print & Online
2019;0365-6233;1521-4184;10.1002/(ISSN)1521-4184;ARCHIV DER PHARMAZIE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4184;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4184/issues;Chemistry   ;Pharmaceutical & Medicinal Chemistry;Wiley;Print & Online
ARCH;0739-4462;1520-6327;10.1002/(ISSN)1520-6327;ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6327;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6327/issues;Chemistry   ;Animal Science Methods;Wiley;Online
AREA;0004-0894;1475-4762;10.1111/(ISSN)1475-4762;AREA;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4762;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4762/issues;Humanities and Social Sciences;General & Introductory Geography;Blackwell;Print & Online
SUPA;0309-7013;1467-8349;10.1111/(ISSN)1467-8349;ARISTOTELIAN SOCIETY SUPPLEMENTARY VOLUME;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8349;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8349/issues;Humanities and Social Sciences;General Philosophy;Blackwell;Print & Online
AHIS;0141-6790;1467-8365;10.1111/(ISSN)1467-8365;ART HISTORY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8365;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8365/issues;Humanities and Social Sciences;Art History & Theory;Blackwell;Print & Online
ART;0004-3591;1529-0131;10.1002/(ISSN)1529-0131;ARTHRITIS & RHEUMATOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1529-0131;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1529-0131/issues;Medical, Veterinary and Health Sciences;Rheumatology;Wiley;Print & Online
AOR;0160-564X;1525-1594;10.1111/(ISSN)1525-1594;ARTIFICIAL ORGANS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1594;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1594/issues;Medical, Veterinary and Health Sciences;Design of Artificial Organs;Blackwell;Print & Online
AEHE;1551-6970;1554-6306;10.1002/(ISSN)1554-6306;ASHE HIGHER EDUCATION REPORT;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-6306;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-6306/issues;Education;Higher Education General;Wiley;Print & Online
APHR;1038-4111;1744-7941;10.1111/(ISSN)1744-7941;ASIA PACIFIC JOURNAL OF HUMAN RESOURCES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7941;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7941/issues;Business, Economics, Finance and Accounting    ;General & Introductory Business & Management;Blackwell;Print & Online
APV;1360-7456;1467-8373;10.1111/(ISSN)1467-8373;ASIA PACIFIC VIEWPOINT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8373;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8373/issues;Humanities and Social Sciences;General & Introductory Geography;Blackwell;Print & Online
APJ;1932-2135;1932-2143;10.1002/(ISSN)1932-2143;ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-2143;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-2143/issues;Chemistry   ;Chemical Engineering, General;Wiley;Print & Online
AJCO;1743-7555;1743-7563;10.1111/(ISSN)1743-7563;ASIA-PACIFIC JOURNAL OF CLINICAL ONCOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-7563;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-7563/issues;Medical, Veterinary and Health Sciences;Oncology & Radiotherapy;Blackwell;Print & Online
AJFS;2041-9945;2041-6156;10.1111/(ISSN)2041-6156;ASIA-PACIFIC JOURNAL OF FINANCIAL STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-6156;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-6156/issues;Business, Economics, Finance and Accounting    ;General Finance & Investments;Wiley;Print & Online
APPY;1758-5864;1758-5872;10.1111/(ISSN)1758-5872;ASIA-PACIFIC PSYCHIATRY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5872;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5872/issues;Medical, Veterinary and Health Sciences;Psychiatry;Blackwell;Online
ASEJ;1351-3958;1467-8381;10.1111/(ISSN)1467-8381;ASIAN ECONOMIC JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8381;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8381/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
AEPR;1832-8105;1748-3131;10.1111/(ISSN)1748-3131;ASIAN ECONOMIC POLICY REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-3131;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-3131/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ASJC;1561-8625;1934-6093;10.1002/(ISSN)1934-6093;ASIAN JOURNAL OF CONTROL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1934-6093;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1934-6093/issues;Engineering ;Control Systems Technology;Wiley;Print & Online
ASES;1758-5902;1758-5910;10.1111/(ISSN)1758-5910;ASIAN JOURNAL OF ENDOSCOPIC SURGERY  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5910;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5910/issues;Medical, Veterinary and Health Sciences;Surgery & Surgical Specialties;Blackwell;Online
2157;2193-5807;2193-5815;10.1002/(ISSN)2193-5815;ASIAN JOURNAL OF ORGANIC CHEMISTRY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2193-5815;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2193-5815/issues;Chemistry   ;Organic Chemistry;Wiley;Print & Online
AJSP;1367-2223;1467-839X;10.1111/(ISSN)1467-839X;ASIAN JOURNAL OF SOCIAL PSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-839X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-839X/issues;Psychology;Social Psychology;Blackwell;Print & Online
ASPP;1943-0779;1943-0787;10.1111/(ISSN)1943-0787;ASIAN POLITICS AND POLICY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-0787;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-0787/issues;Humanities and Social Sciences;Asian Politics;Wiley;Print & Online
ASWP;1753-1403;1753-1411;10.1111/(ISSN)1753-1411;ASIAN SOCIAL WORK AND POLICY REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-1411;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-1411/issues;Humanities and Social Sciences;Social Work;Blackwell;Print & Online
APEL;0818-9935;1467-8411;10.1111/(ISSN)1467-8411;ASIAN-PACIFIC ECONOMIC LITERATURE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8411;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8411/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
AU;1041-6099;1536-0725;10.1002/(ISSN)1536-0725;ASSESSMENT UPDATE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1536-0725;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1536-0725/issues;Education;Assessment, Evaluation & Research (Higher Education);Wiley;Print & Online
2228;0004-6337;1521-3994;10.1002/(ISSN)1521-3994;ASTRONOMISCHE NACHRICHTEN;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3994;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3994/issues;Physics and Astronomy;Astronomy & Astrophysics;Wiley;Print & Online
ASL2;;1530-261X;10.1002/(ISSN)1530-261X;ATMOSPHERIC SCIENCE LETTERS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1530-261X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1530-261X/issues;Earth and Environmental Science;Atmospheric Sciences;Wiley;Online
AEC;1442-9985;1442-9993;10.1111/(ISSN)1442-9993;AUSTRAL ECOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-9993;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-9993/issues;Life Sciences;Ecology & Organismal Biology;Blackwell;Print & Online
AEN;1326-6756;1440-6055;10.1111/(ISSN)1440-6055;AUSTRAL ENTOMOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-6055;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-6055/issues;Life Sciences;Entomology;Blackwell;Print & Online
AJD;0004-8380;1440-0960;10.1111/(ISSN)1440-0960;AUSTRALASIAN JOURNAL OF DERMATOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-0960;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-0960/issues;Medical, Veterinary and Health Sciences;Dermatology;Blackwell;Print & Online
AJAG;1440-6381;1741-6612;10.1111/(ISSN)1741-6612;AUSTRALASIAN JOURNAL ON AGEING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-6612;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-6612/issues;Medical, Veterinary and Health Sciences;Geriatric Medicine;Blackwell;Print & Online
ANZS;1369-1473;1467-842X;10.1111/(ISSN)1467-842X;AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-842X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-842X/issues;Mathematics and Statistics;General & Introductory Statistics;Blackwell;Print & Online
AUAR;1035-6908;1835-2561;10.1111/(ISSN)1835-2561;AUSTRALIAN ACCOUNTING REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1835-2561;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1835-2561/issues;Business, Economics, Finance and Accounting    ;General & Introductory Accounting;Blackwell;Print & Online
ANZF;0814-723X;1467-8438;10.1002/(ISSN)1467-8438;AUSTRALIAN AND NEW ZEALAND JOURNAL OF FAMILY THERA;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1467-8438;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1467-8438/issues;Psychology;Psychology General;Wiley;Print & Online
AJO;0004-8666;1479-828X;10.1111/(ISSN)1479-828X;AUSTRALIAN AND NEW ZEALAND JOURNAL OF OBSTETRICS AND GYNAECOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-828X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-828X/issues;Medical, Veterinary and Health Sciences;Obstetrics & Gynecology;Blackwell;Print & Online
AZPH;1326-0200;1753-6405;10.1111/(ISSN)1753-6405;AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-6405;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-6405/issues;Medical, Veterinary and Health Sciences;Public Health Behavior & Education;Blackwell;Print & Online
ADJ;0045-0421;1834-7819;10.1111/(ISSN)1834-7819;AUSTRALIAN DENTAL JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1834-7819;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1834-7819/issues;Medical, Veterinary and Health Sciences;General Dentistry;Blackwell;Print & Online
AEHR;0004-8992;1467-8446;10.1111/(ISSN)1467-8446;AUSTRALIAN ECONOMIC HISTORY REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8446;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8446/issues;Humanities and Social Sciences;Economic History;Blackwell;Print & Online
AEPA;0004-900X;1467-8454;10.1111/(ISSN)1467-8454;AUSTRALIAN ECONOMIC PAPERS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8454;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8454/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
AERE;0004-9018;1467-8462;10.1111/(ISSN)1467-8462;THE AUSTRALIAN ECONOMIC REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8462;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8462/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
AEJ;1329-1947;1747-4477;10.1111/(ISSN)1747-4477;AUSTRALIAN ENDODONTIC JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-4477;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-4477/issues;Medical, Veterinary and Health Sciences;Endodontics;Blackwell;Print & Online
AJAR;1364-985X;1467-8489;10.1111/(ISSN)1467-8489;AUSTRALIAN JOURNAL OF AGRICULTURAL & RESOURCE ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8489;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8489/issues;Business, Economics, Finance and Accounting    ;Agricultural Economics & Resource Management;Blackwell;Print & Online
TAJA;1035-8811;1757-6547;10.1111/(ISSN)1757-6547;THE AUSTRALIAN JOURNAL OF ANTHROPOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-6547;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-6547/issues;Humanities and Social Sciences;General & Introductory Anthropology;Blackwell;Print & Online
AJGW;1322-7130;1755-0238;10.1111/(ISSN)1755-0238;AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0238;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0238/issues;Chemistry   ;Fermented Foods & Beverages;Blackwell;Print & Online
AJPH;0004-9522;1467-8497;10.1111/(ISSN)1467-8497;AUSTRALIAN JOURNAL OF POLITICS AND HISTORY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8497;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8497/issues;Humanities and Social Sciences;General & Introductory Political Science;Blackwell;Print & Online
AJPY;0004-9530;1742-9536;10.1111/(ISSN)1742-9536;AUSTRALIAN JOURNAL OF PSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-9536;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-9536/issues;Psychology;Psychology General;Blackwell;Print & Online
AUPA;0313-6647;1467-8500;10.1111/(ISSN)1467-8500;AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8500;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8500/issues;Business, Economics, Finance and Accounting    ;General & Introductory Political Science;Blackwell;Print & Online
AJR;1038-5282;1440-1584;10.1111/(ISSN)1440-1584;AUSTRALIAN JOURNAL OF RURAL HEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1584;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1584/issues;Medical, Veterinary and Health Sciences;Health & Health Care Special Topics;Blackwell;Print & Online
AOT;0045-0766;1440-1630;10.1111/(ISSN)1440-1630;AUSTRALIAN OCCUPATIONAL THERAPY JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1630;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1630/issues;Medical, Veterinary and Health Sciences;Occupational Therapy;Blackwell;Print & Online
AP;0005-0067;1742-9544;10.1111/(ISSN)1742-9544;AUSTRALIAN PSYCHOLOGIST;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-9544;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-9544/issues;Psychology;Psychology General;Blackwell;Print & Online
AVJ;0005-0423;1751-0813;10.1111/(ISSN)1751-0813;AUSTRALIAN VETERINARY JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-0813;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-0813/issues;Medical, Veterinary and Health Sciences;General & Introductory Veterinary Medicine;Blackwell;Print & Online
AUR;1939-3792;1939-3806;10.1002/(ISSN)1939-3806;AUTISM RESEARCH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-3806;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-3806/issues;Medical, Veterinary and Health Sciences;Biological Psychiatry;Wiley;Print & Online
AAP;1474-8665;1474-8673;10.1111/(ISSN)1474-8673;AUTONOMIC & AUTACOID PHARMACOLOGY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1474-8673;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1474-8673/issues;Medical, Veterinary and Health Sciences;Pharmacology & Pharmaceutical Medicine;Blackwell;Online
